Timestamp_ms,K_Type_Temp_C,PT100_Temp_C,Error_C
2689000,74.17,74.57,-0.4
2689500,74.12,74.58,-0.47
2690000,74.16,74.6,-0.44
2690500,73.97,74.61,-0.64
2691000,73.74,74.62,-0.88
2691500,73.71,74.64,-0.93
2692000,73.69,74.65,-0.96
2692500,73.55,74.67,-1.12
2693000,73.28,74.68,-1.4
2693500,73.56,74.69,-1.14
2694000,73.6,74.71,-1.1
2694500,73.7,74.72,-1.03
2695000,73.83,74.74,-0.9
2695500,73.96,74.75,-0.79
2696000,74.21,74.76,-0.55
2696500,74.09,74.78,-0.69
2697000,74.41,74.79,-0.38
2697500,74.55,74.8,-0.25
2698000,74.51,74.82,-0.31
2698500,74.51,74.83,-0.32
2699000,74.65,74.85,-0.2
2699500,74.53,74.86,-0.33
2700000,74.69,75.0,-0.31
2700500,74.53,75.0,-0.47
2701000,74.59,75.0,-0.41
2701500,74.66,75.0,-0.34
2702000,74.63,75.0,-0.37
2702500,74.96,75.0,-0.04
2703000,75.21,75.0,0.21
2703500,75.4,75.0,0.4
2704000,75.38,75.0,0.38
2704500,75.29,75.0,0.29
2705000,75.18,75.0,0.18
2705500,75.09,75.0,0.09
2706000,75.2,75.0,0.2
2706500,75.54,75.0,0.54
2707000,75.42,75.0,0.42
2707500,75.33,75.0,0.33
2708000,75.22,75.0,0.22
2708500,74.87,75.0,-0.13
2709000,74.77,75.0,-0.23
2709500,74.83,75.0,-0.17
2710000,74.82,75.0,-0.18
2710500,75.03,75.0,0.03
2711000,75.3,75.0,0.3
2711500,75.25,75.0,0.25
2712000,75.21,75.0,0.21
2712500,75.51,75.0,0.51
2713000,75.62,75.0,0.62
2713500,75.39,75.0,0.39
2714000,75.51,75.0,0.51
2714500,75.47,75.0,0.47
2715000,75.45,75.0,0.45
2715500,75.32,75.0,0.32
2716000,75.49,75.0,0.49
2716500,75.28,75.0,0.28
2717000,75.16,75.0,0.16
2717500,75.19,75.0,0.19
2718000,75.31,75.0,0.31
2718500,75.44,75.0,0.44
2719000,75.18,75.0,0.18
2719500,75.3,75.0,0.3
2720000,75.22,75.0,0.22
2720500,75.27,75.0,0.27
2721000,75.29,75.0,0.29
2721500,75.2,75.0,0.2
2722000,74.92,75.0,-0.08
2722500,75.1,75.0,0.1
2723000,75.33,75.0,0.33
2723500,75.16,75.0,0.16
2724000,75.11,75.0,0.11
2724500,74.97,75.0,-0.03
2725000,74.78,75.0,-0.22
2725500,74.87,75.0,-0.13
2726000,74.72,75.0,-0.28
2726500,74.77,75.0,-0.23
2727000,74.76,75.0,-0.24
2727500,74.92,75.0,-0.08
2728000,74.91,75.0,-0.09
2728500,74.86,75.0,-0.14
2729000,74.84,75.0,-0.16
2729500,75.04,75.0,0.04
2730000,75.06,75.0,0.06
2730500,75.0,75.0,0.0
2731000,74.98,75.0,-0.02
2731500,75.1,75.0,0.1
2732000,75.24,75.0,0.24
2732500,75.3,75.0,0.3
2733000,75.28,75.0,0.28
2733500,75.15,75.0,0.15
2734000,74.93,75.0,-0.07
2734500,75.0,75.0,-0.0
2735000,74.95,75.0,-0.05
2735500,74.89,75.0,-0.11
2736000,74.71,75.0,-0.29
2736500,74.87,75.0,-0.13
2737000,74.77,75.0,-0.23
2737500,74.89,75.0,-0.11
2738000,75.04,75.0,0.04
2738500,75.07,75.0,0.07
2739000,74.91,75.0,-0.09
2739500,74.8,75.0,-0.2
2740000,75.1,75.0,0.1
2740500,75.25,75.0,0.25
2741000,74.91,75.0,-0.09
2741500,74.62,75.0,-0.38
2742000,74.64,75.0,-0.36
2742500,74.95,75.0,-0.05
2743000,74.8,75.0,-0.2
2743500,74.86,75.0,-0.14
2744000,74.85,75.0,-0.15
2744500,74.93,75.0,-0.07
2745000,75.05,75.0,0.05
2745500,75.12,75.0,0.12
2746000,75.07,75.0,0.07
2746500,75.1,75.0,0.1
2747000,75.07,75.0,0.07
2747500,75.32,75.0,0.32
2748000,75.65,75.0,0.65
2748500,75.9,75.0,0.9
2749000,75.83,75.0,0.83
2749500,75.79,75.0,0.79
2750000,75.9,75.0,0.9
2750500,76.09,75.0,1.09
2751000,75.99,75.0,0.99
2751500,75.92,75.0,0.92
2752000,75.97,75.0,0.97
2752500,75.84,75.0,0.84
2753000,75.72,75.0,0.72
2753500,75.87,75.0,0.87
2754000,75.83,75.0,0.83
2754500,75.82,75.0,0.82
2755000,75.76,75.0,0.76
2755500,76.2,75.0,1.2
2756000,75.81,75.0,0.81
2756500,75.75,75.0,0.75
2757000,75.29,75.0,0.29
2757500,75.14,75.0,0.14
2758000,75.33,75.0,0.33
2758500,75.5,75.0,0.5
2759000,75.7,75.0,0.7
2759500,75.66,75.0,0.66
2760000,75.81,75.0,0.81
2760500,75.72,75.0,0.72
2761000,75.77,75.0,0.77
2761500,75.66,75.0,0.66
2762000,75.44,75.0,0.44
2762500,75.4,75.0,0.4
2763000,75.35,75.0,0.35
2763500,75.27,75.0,0.27
2764000,75.52,75.0,0.52
2764500,75.4,75.0,0.4
2765000,75.56,75.0,0.56
2765500,75.21,75.0,0.21
2766000,75.22,75.0,0.22
2766500,75.33,75.0,0.33
2767000,75.17,75.0,0.17
2767500,74.92,75.0,-0.08
2768000,74.84,75.0,-0.16
2768500,74.73,75.0,-0.27
2769000,74.76,75.0,-0.24
2769500,74.84,75.0,-0.16
2770000,74.79,75.0,-0.21
2770500,74.7,75.0,-0.3
2771000,74.79,75.0,-0.21
2771500,74.99,75.0,-0.01
2772000,75.21,75.0,0.21
2772500,75.21,75.0,0.21
2773000,75.37,75.0,0.37
2773500,75.26,75.0,0.26
2774000,75.18,75.0,0.18
2774500,75.1,75.0,0.1
2775000,75.04,75.0,0.04
2775500,75.14,75.0,0.14
2776000,75.06,75.0,0.06
2776500,74.93,75.0,-0.07
2777000,74.77,75.0,-0.23
2777500,74.83,75.0,-0.17
2778000,74.81,75.0,-0.19
2778500,74.62,75.0,-0.38
2779000,74.36,75.0,-0.64
2779500,74.32,75.0,-0.68
2780000,74.1,75.0,-0.9
2780500,74.18,75.0,-0.82
2781000,73.99,75.0,-1.01
2781500,74.03,75.0,-0.97
2782000,74.18,75.0,-0.82
2782500,74.3,75.0,-0.7
2783000,74.37,75.0,-0.63
2783500,74.31,75.0,-0.69
2784000,74.11,75.0,-0.89
2784500,73.98,75.0,-1.02
2785000,73.95,75.0,-1.05
2785500,74.12,75.0,-0.88
2786000,74.34,75.0,-0.66
2786500,74.1,75.0,-0.9
2787000,74.06,75.0,-0.94
2787500,74.24,75.0,-0.76
2788000,74.29,75.0,-0.71
2788500,74.53,75.0,-0.47
2789000,74.66,75.0,-0.34
2789500,74.38,75.0,-0.62
2790000,74.71,75.0,-0.29
2790500,74.87,75.0,-0.13
2791000,74.66,75.0,-0.34
2791500,74.69,75.0,-0.31
2792000,74.87,75.0,-0.13
2792500,74.82,75.0,-0.18
2793000,74.79,75.0,-0.21
2793500,75.08,75.0,0.08
2794000,75.13,75.0,0.13
2794500,75.05,75.0,0.05
2795000,74.78,75.0,-0.22
2795500,74.63,75.0,-0.37
2796000,74.85,75.0,-0.15
2796500,74.9,75.0,-0.1
2797000,74.87,75.0,-0.13
2797500,74.88,75.0,-0.12
2798000,74.92,75.0,-0.08
2798500,74.95,75.0,-0.05
2799000,75.17,75.0,0.17
2799500,75.18,75.0,0.18
2800000,75.02,75.0,0.02
2800500,75.09,75.0,0.09
2801000,75.25,75.0,0.25
2801500,75.31,75.0,0.31
2802000,75.18,75.0,0.18
2802500,75.06,75.0,0.06
2803000,74.99,75.0,-0.01
2803500,74.81,75.0,-0.19
2804000,75.15,75.0,0.15
2804500,75.0,75.0,-0.0
2805000,74.74,75.0,-0.26
2805500,74.63,75.0,-0.37
2806000,74.74,75.0,-0.26
2806500,74.74,75.0,-0.26
2807000,74.85,75.0,-0.15
2807500,74.78,75.0,-0.22
2808000,74.86,75.0,-0.14
2808500,74.59,75.0,-0.41
2809000,74.51,75.0,-0.49
2809500,74.56,75.0,-0.44
2810000,74.32,75.0,-0.68
2810500,74.18,75.0,-0.82
2811000,74.25,75.0,-0.75
2811500,74.32,75.0,-0.68
2812000,74.26,75.0,-0.74
2812500,74.45,75.0,-0.55
2813000,74.36,75.0,-0.64
2813500,74.31,75.0,-0.69
2814000,74.23,75.0,-0.77
2814500,74.34,75.0,-0.66
2815000,74.4,75.0,-0.6
2815500,74.14,75.0,-0.86
2816000,74.39,75.0,-0.61
2816500,74.28,75.0,-0.72
2817000,74.64,75.0,-0.36
2817500,74.64,75.0,-0.36
2818000,74.45,75.0,-0.55
2818500,74.5,75.0,-0.5
2819000,74.67,75.0,-0.33
2819500,74.57,75.0,-0.43
2820000,74.64,75.0,-0.36
2820500,74.71,75.0,-0.29
2821000,74.81,75.0,-0.19
2821500,74.88,75.0,-0.12
2822000,75.16,75.0,0.16
2822500,75.31,75.0,0.31
2823000,75.26,75.0,0.26
2823500,75.28,75.0,0.28
2824000,75.13,75.0,0.13
2824500,75.27,75.0,0.27
2825000,75.33,75.0,0.33
2825500,75.34,75.0,0.34
2826000,74.97,75.0,-0.03
2826500,75.01,75.0,0.01
2827000,75.03,75.0,0.03
2827500,75.18,75.0,0.18
2828000,75.21,75.0,0.21
2828500,75.26,75.0,0.26
2829000,75.23,75.0,0.23
2829500,75.3,75.0,0.3
2830000,75.34,75.0,0.34
2830500,74.87,75.0,-0.13
2831000,74.93,75.0,-0.07
2831500,75.01,75.0,0.01
2832000,75.13,75.0,0.13
2832500,75.16,75.0,0.16
2833000,74.85,75.0,-0.15
2833500,74.77,75.0,-0.23
2834000,74.81,75.0,-0.19
2834500,75.0,75.0,-0.0
2835000,74.93,75.0,-0.07
2835500,75.22,75.0,0.22
2836000,75.47,75.0,0.47
2836500,75.49,75.0,0.49
2837000,75.49,75.0,0.49
2837500,75.44,75.0,0.44
2838000,75.36,75.0,0.36
2838500,75.34,75.0,0.34
2839000,75.29,75.0,0.29
2839500,75.37,75.0,0.37
2840000,75.27,75.0,0.27
2840500,75.39,75.0,0.39
2841000,75.38,75.0,0.38
2841500,75.55,75.0,0.55
2842000,75.49,75.0,0.49
2842500,75.41,75.0,0.41
2843000,75.33,75.0,0.33
2843500,75.32,75.0,0.32
2844000,75.46,75.0,0.46
2844500,75.36,75.0,0.36
2845000,75.13,75.0,0.13
2845500,75.11,75.0,0.11
2846000,75.0,75.0,-0.0
2846500,75.1,75.0,0.1
2847000,75.16,75.0,0.16
2847500,75.09,75.0,0.09
2848000,75.14,75.0,0.14
2848500,74.94,75.0,-0.06
2849000,74.79,75.0,-0.21
2849500,74.76,75.0,-0.24
2850000,74.71,75.0,-0.29
2850500,74.69,75.0,-0.31
2851000,74.73,75.0,-0.27
2851500,74.87,75.0,-0.13
2852000,74.76,75.0,-0.24
2852500,74.8,75.0,-0.2
2853000,74.66,75.0,-0.34
2853500,74.72,75.0,-0.28
2854000,74.49,75.0,-0.51
2854500,74.72,75.0,-0.28
2855000,74.67,75.0,-0.33
2855500,74.72,75.0,-0.28
2856000,74.62,75.0,-0.38
2856500,74.92,75.0,-0.08
2857000,74.67,75.0,-0.33
2857500,74.85,75.0,-0.15
2858000,74.93,75.0,-0.07
2858500,74.78,75.0,-0.22
2859000,74.73,75.0,-0.27
2859500,74.98,75.0,-0.02
2860000,75.09,75.0,0.09
2860500,75.19,75.0,0.19
2861000,75.3,75.0,0.3
2861500,75.05,75.0,0.05
2862000,74.94,75.0,-0.06
2862500,74.84,75.0,-0.16
2863000,74.97,75.0,-0.03
2863500,74.82,75.0,-0.18
2864000,74.9,75.0,-0.1
2864500,75.01,75.0,0.01
2865000,74.94,75.0,-0.06
2865500,74.8,75.0,-0.2
2866000,74.67,75.0,-0.33
2866500,74.61,75.0,-0.39
2867000,74.75,75.0,-0.25
2867500,74.64,75.0,-0.36
2868000,74.61,75.0,-0.39
2868500,74.39,75.0,-0.61
2869000,74.44,75.0,-0.56
2869500,74.56,75.0,-0.44
2870000,74.47,75.0,-0.53
2870500,74.38,75.0,-0.62
2871000,74.47,75.0,-0.53
2871500,74.67,75.0,-0.33
2872000,74.8,75.0,-0.2
2872500,74.68,75.0,-0.32
2873000,74.57,75.0,-0.43
2873500,74.62,75.0,-0.38
2874000,74.33,75.0,-0.67
2874500,74.46,75.0,-0.54
2875000,74.49,75.0,-0.51
2875500,74.42,75.0,-0.58
2876000,74.51,75.0,-0.49
2876500,74.49,75.0,-0.51
2877000,74.41,75.0,-0.59
2877500,74.56,75.0,-0.44
2878000,74.62,75.0,-0.38
2878500,74.79,75.0,-0.21
2879000,74.78,75.0,-0.22
2879500,74.68,75.0,-0.32
2880000,75.02,75.0,0.02
2880500,75.14,75.0,0.14
2881000,74.96,75.0,-0.04
2881500,75.23,75.0,0.23
2882000,75.36,75.0,0.36
2882500,75.32,75.0,0.32
2883000,75.32,75.0,0.32
2883500,75.34,75.0,0.34
2884000,75.35,75.0,0.35
2884500,75.2,75.0,0.2
2885000,75.02,75.0,0.02
2885500,74.91,75.0,-0.09
2886000,75.09,75.0,0.09
2886500,75.11,75.0,0.11
2887000,75.18,75.0,0.18
2887500,75.17,75.0,0.17
2888000,75.14,75.0,0.14
2888500,75.31,75.0,0.31
2889000,75.09,75.0,0.09
2889500,75.16,75.0,0.16
2890000,75.22,75.0,0.22
2890500,75.08,75.0,0.08
2891000,74.99,75.0,-0.01
2891500,75.13,75.0,0.13
2892000,75.03,75.0,0.03
2892500,75.27,75.0,0.27
2893000,75.1,75.0,0.1
2893500,75.08,75.0,0.08
2894000,74.91,75.0,-0.09
2894500,74.97,75.0,-0.03
2895000,74.87,75.0,-0.13
2895500,74.47,75.0,-0.53
2896000,74.52,75.0,-0.48
2896500,74.43,75.0,-0.57
2897000,74.55,75.0,-0.45
2897500,74.71,75.0,-0.29
2898000,74.66,75.0,-0.34
2898500,74.88,75.0,-0.12
2899000,75.16,75.0,0.16
2899500,75.18,75.0,0.18
2900000,75.25,75.0,0.25
2900500,75.1,75.0,0.1
2901000,75.06,75.0,0.06
2901500,75.06,75.0,0.06
2902000,75.02,75.0,0.02
2902500,75.0,75.0,0.0
2903000,74.76,75.0,-0.24
2903500,74.58,75.0,-0.42
2904000,74.39,75.0,-0.61
2904500,74.33,75.0,-0.67
2905000,74.16,75.0,-0.84
2905500,74.49,75.0,-0.51
2906000,74.55,75.0,-0.45
2906500,74.65,75.0,-0.35
2907000,74.47,75.0,-0.53
2907500,74.52,75.0,-0.48
2908000,74.46,75.0,-0.54
2908500,74.51,75.0,-0.49
2909000,74.68,75.0,-0.32
2909500,74.53,75.0,-0.47
2910000,74.61,75.0,-0.39
2910500,74.62,75.0,-0.38
2911000,74.53,75.0,-0.47
2911500,74.64,75.0,-0.36
2912000,74.72,75.0,-0.28
2912500,74.66,75.0,-0.34
2913000,74.69,75.0,-0.31
2913500,74.87,75.0,-0.13
2914000,74.78,75.0,-0.22
2914500,74.74,75.0,-0.26
2915000,74.65,75.0,-0.35
2915500,74.36,75.0,-0.64
2916000,74.47,75.0,-0.53
2916500,74.68,75.0,-0.32
2917000,74.78,75.0,-0.22
2917500,75.09,75.0,0.09
2918000,75.05,75.0,0.05
2918500,74.94,75.0,-0.06
2919000,75.04,75.0,0.04
2919500,75.16,75.0,0.16
2920000,75.15,75.0,0.15
2920500,75.17,75.0,0.17
2921000,75.04,75.0,0.04
2921500,74.85,75.0,-0.15
2922000,74.76,75.0,-0.24
2922500,74.61,75.0,-0.39
2923000,74.8,75.0,-0.2
2923500,74.87,75.0,-0.13
2924000,75.02,75.0,0.02
2924500,75.11,75.0,0.11
2925000,75.11,75.0,0.11
2925500,75.21,75.0,0.21
2926000,75.17,75.0,0.17
2926500,75.04,75.0,0.04
2927000,75.44,75.0,0.44
2927500,75.43,75.0,0.43
2928000,75.1,75.0,0.1
2928500,75.13,75.0,0.13
2929000,75.03,75.0,0.03
2929500,75.13,75.0,0.13
2930000,75.08,75.0,0.08
2930500,75.07,75.0,0.07
2931000,75.1,75.0,0.1
2931500,75.09,75.0,0.09
2932000,74.97,75.0,-0.03
2932500,74.83,75.0,-0.17
2933000,75.04,75.0,0.04
2933500,75.24,75.0,0.24
2934000,75.22,75.0,0.22
2934500,75.37,75.0,0.37
2935000,75.24,75.0,0.24
2935500,75.23,75.0,0.23
2936000,75.39,75.0,0.39
2936500,75.21,75.0,0.21
2937000,75.02,75.0,0.02
2937500,75.21,75.0,0.21
2938000,75.29,75.0,0.29
2938500,75.16,75.0,0.16
2939000,75.02,75.0,0.02
2939500,75.27,75.0,0.27
2940000,75.28,75.0,0.28
2940500,75.46,75.0,0.46
2941000,75.37,75.0,0.37
2941500,75.44,75.0,0.44
2942000,75.19,75.0,0.19
2942500,75.21,75.0,0.21
2943000,75.23,75.0,0.23
2943500,75.49,75.0,0.49
2944000,75.41,75.0,0.41
2944500,75.3,75.0,0.3
2945000,75.21,75.0,0.21
2945500,75.22,75.0,0.22
2946000,75.26,75.0,0.26
2946500,75.19,75.0,0.19
2947000,75.1,75.0,0.1
2947500,75.1,75.0,0.1
2948000,74.9,75.0,-0.1
2948500,74.87,75.0,-0.13
2949000,75.18,75.0,0.18
2949500,75.04,75.0,0.04
2950000,75.1,75.0,0.1
2950500,75.18,75.0,0.18
2951000,74.93,75.0,-0.07
2951500,74.75,75.0,-0.25
2952000,74.64,75.0,-0.36
2952500,74.53,75.0,-0.47
2953000,74.6,75.0,-0.4
2953500,74.56,75.0,-0.44
2954000,74.54,75.0,-0.46
2954500,74.62,75.0,-0.38
2955000,74.8,75.0,-0.2
2955500,74.76,75.0,-0.24
2956000,74.59,75.0,-0.41
2956500,74.67,75.0,-0.33
2957000,74.6,75.0,-0.4
2957500,74.4,75.0,-0.6
2958000,74.63,75.0,-0.37
2958500,74.57,75.0,-0.43
2959000,74.79,75.0,-0.21
2959500,74.83,75.0,-0.17
2960000,74.93,75.0,-0.07
2960500,75.01,75.0,0.01
2961000,74.92,75.0,-0.08
2961500,74.85,75.0,-0.15
2962000,74.78,75.0,-0.22
2962500,74.62,75.0,-0.38
2963000,74.63,75.0,-0.37
2963500,74.78,75.0,-0.22
2964000,74.86,75.0,-0.14
2964500,74.7,75.0,-0.3
2965000,74.79,75.0,-0.21
2965500,74.55,75.0,-0.45
2966000,74.6,75.0,-0.4
2966500,74.59,75.0,-0.41
2967000,74.86,75.0,-0.14
2967500,74.69,75.0,-0.31
2968000,74.69,75.0,-0.31
2968500,74.95,75.0,-0.05
2969000,74.87,75.0,-0.13
2969500,74.93,75.0,-0.07
2970000,74.95,75.0,-0.05
2970500,74.7,75.0,-0.3
2971000,74.86,75.0,-0.14
2971500,74.82,75.0,-0.18
2972000,74.99,75.0,-0.01
2972500,75.13,75.0,0.13
2973000,75.32,75.0,0.32
2973500,75.35,75.0,0.35
2974000,75.32,75.0,0.32
2974500,75.19,75.0,0.19
2975000,75.13,75.0,0.13
2975500,75.22,75.0,0.22
2976000,75.23,75.0,0.23
2976500,75.11,75.0,0.11
2977000,75.2,75.0,0.2
2977500,75.15,75.0,0.15
2978000,75.13,75.0,0.13
2978500,75.05,75.0,0.05
2979000,75.38,75.0,0.38
2979500,75.28,75.0,0.28
2980000,75.13,75.0,0.13
2980500,75.03,75.0,0.03
2981000,75.12,75.0,0.12
2981500,75.12,75.0,0.12
2982000,75.14,75.0,0.14
2982500,74.89,75.0,-0.11
2983000,75.07,75.0,0.07
2983500,75.18,75.0,0.18
2984000,75.21,75.0,0.21
2984500,75.07,75.0,0.07
2985000,75.17,75.0,0.17
2985500,75.2,75.0,0.2
2986000,75.19,75.0,0.19
2986500,75.15,75.0,0.15
2987000,75.1,75.0,0.1
2987500,75.04,75.0,0.04
2988000,75.02,75.0,0.02
2988500,74.95,75.0,-0.05
2989000,74.81,75.0,-0.19
2989500,74.62,75.0,-0.38
2990000,74.81,75.0,-0.19
2990500,75.1,75.0,0.1
2991000,75.22,75.0,0.22
2991500,75.21,75.0,0.21
2992000,75.27,75.0,0.27
2992500,75.07,75.0,0.07
2993000,75.08,75.0,0.08
2993500,75.11,75.0,0.11
2994000,75.04,75.0,0.04
2994500,74.97,75.0,-0.03
2995000,74.82,75.0,-0.18
2995500,75.07,75.0,0.07
2996000,75.06,75.0,0.06
2996500,75.1,75.0,0.1
2997000,74.92,75.0,-0.08
2997500,74.73,75.0,-0.27
2998000,74.95,75.0,-0.05
2998500,75.08,75.0,0.08
2999000,75.25,75.0,0.25
2999500,75.46,75.0,0.46
3000000,75.37,75.0,0.37
3000500,75.31,75.0,0.31
3001000,75.35,75.0,0.35
3001500,75.26,75.0,0.26
3002000,75.07,75.0,0.07
3002500,75.37,75.0,0.37
3003000,75.35,75.0,0.35
3003500,75.5,75.0,0.5
3004000,75.11,75.0,0.11
3004500,75.02,75.0,0.02
3005000,75.15,75.0,0.15
3005500,75.33,75.0,0.33
3006000,75.36,75.0,0.36
3006500,75.41,75.0,0.41
3007000,75.1,75.0,0.1
3007500,75.18,75.0,0.18
3008000,75.12,75.0,0.12
3008500,75.25,75.0,0.25
3009000,75.34,75.0,0.34
3009500,75.43,75.0,0.43
3010000,75.58,75.0,0.58
3010500,75.39,75.0,0.39
3011000,75.34,75.0,0.34
3011500,75.45,75.0,0.45
3012000,75.43,75.0,0.43
3012500,75.23,75.0,0.23
3013000,74.91,75.0,-0.09
3013500,74.78,75.0,-0.22
3014000,74.85,75.0,-0.15
3014500,74.85,75.0,-0.15
3015000,74.76,75.0,-0.24
3015500,74.71,75.0,-0.29
3016000,74.78,75.0,-0.22
3016500,74.59,75.0,-0.41
3017000,74.87,75.0,-0.13
3017500,74.96,75.0,-0.04
3018000,75.24,75.0,0.24
3018500,75.09,75.0,0.09
3019000,75.23,75.0,0.23
3019500,75.23,75.0,0.23
3020000,75.14,75.0,0.14
3020500,74.98,75.0,-0.02
3021000,74.9,75.0,-0.1
3021500,74.91,75.0,-0.09
3022000,74.96,75.0,-0.04
3022500,75.04,75.0,0.04
3023000,75.0,75.0,0.0
3023500,74.89,75.0,-0.11
3024000,75.02,75.0,0.02
3024500,74.8,75.0,-0.2
3025000,74.84,75.0,-0.16
3025500,74.86,75.0,-0.14
3026000,74.96,75.0,-0.04
3026500,75.28,75.0,0.28
3027000,75.33,75.0,0.33
3027500,75.27,75.0,0.27
3028000,75.34,75.0,0.34
3028500,75.34,75.0,0.34
3029000,75.17,75.0,0.17
3029500,75.08,75.0,0.08
3030000,75.09,75.0,0.09
3030500,74.82,75.0,-0.18
3031000,75.02,75.0,0.02
3031500,74.82,75.0,-0.18
3032000,74.78,75.0,-0.22
3032500,74.91,75.0,-0.09
3033000,74.64,75.0,-0.36
3033500,74.58,75.0,-0.42
3034000,74.96,75.0,-0.04
3034500,74.85,75.0,-0.15
3035000,74.9,75.0,-0.1
3035500,75.23,75.0,0.23
3036000,75.2,75.0,0.2
3036500,75.13,75.0,0.13
3037000,75.15,75.0,0.15
3037500,75.14,75.0,0.14
3038000,75.07,75.0,0.07
3038500,75.16,75.0,0.16
3039000,75.28,75.0,0.28
3039500,75.13,75.0,0.13
3040000,75.26,75.0,0.26
3040500,75.18,75.0,0.18
3041000,74.94,75.0,-0.06
3041500,74.87,75.0,-0.13
3042000,74.82,75.0,-0.18
3042500,74.85,75.0,-0.15
3043000,74.73,75.0,-0.27
3043500,75.01,75.0,0.01
3044000,74.96,75.0,-0.04
3044500,74.93,75.0,-0.07
3045000,74.99,75.0,-0.01
3045500,74.82,75.0,-0.18
3046000,74.95,75.0,-0.05
3046500,74.99,75.0,-0.01
3047000,74.68,75.0,-0.32
3047500,74.75,75.0,-0.25
3048000,74.78,75.0,-0.22
3048500,74.76,75.0,-0.24
3049000,74.68,75.0,-0.32
3049500,74.71,75.0,-0.29
3050000,74.92,75.0,-0.08
3050500,74.77,75.0,-0.23
3051000,74.65,75.0,-0.35
3051500,74.83,75.0,-0.17
3052000,74.75,75.0,-0.25
3052500,74.83,75.0,-0.17
3053000,75.1,75.0,0.1
3053500,74.97,75.0,-0.03
3054000,75.14,75.0,0.14
3054500,75.0,75.0,0.0
3055000,75.07,75.0,0.07
3055500,75.01,75.0,0.01
3056000,75.41,75.0,0.41
3056500,75.27,75.0,0.27
3057000,75.35,75.0,0.35
3057500,75.17,75.0,0.17
3058000,75.14,75.0,0.14
3058500,75.08,75.0,0.08
3059000,75.21,75.0,0.21
3059500,75.04,75.0,0.04
3060000,75.17,75.0,0.17
3060500,75.2,75.0,0.2
3061000,75.3,75.0,0.3
3061500,75.45,75.0,0.45
3062000,75.8,75.0,0.8
3062500,75.72,75.0,0.72
3063000,75.64,75.0,0.64
3063500,75.38,75.0,0.38
3064000,75.32,75.0,0.32
3064500,75.4,75.0,0.4
3065000,75.49,75.0,0.49
3065500,75.55,75.0,0.55
3066000,75.29,75.0,0.29
3066500,75.22,75.0,0.22
3067000,75.36,75.0,0.36
3067500,75.25,75.0,0.25
3068000,74.97,75.0,-0.03
3068500,74.93,75.0,-0.07
3069000,75.05,75.0,0.05
3069500,74.99,75.0,-0.01
3070000,75.02,75.0,0.02
3070500,75.26,75.0,0.26
3071000,75.08,75.0,0.08
3071500,74.9,75.0,-0.1
3072000,75.01,75.0,0.01
3072500,75.18,75.0,0.18
3073000,75.21,75.0,0.21
3073500,75.24,75.0,0.24
3074000,74.8,75.0,-0.2
3074500,75.01,75.0,0.01
3075000,74.96,75.0,-0.04
3075500,74.95,75.0,-0.05
3076000,75.1,75.0,0.1
3076500,75.3,75.0,0.3
3077000,75.34,75.0,0.34
3077500,75.48,75.0,0.48
3078000,75.45,75.0,0.45
3078500,75.3,75.0,0.3
3079000,74.96,75.0,-0.04
3079500,74.94,75.0,-0.06
3080000,75.22,75.0,0.22
3080500,75.26,75.0,0.26
3081000,75.1,75.0,0.1
3081500,75.2,75.0,0.2
3082000,75.27,75.0,0.27
3082500,75.27,75.0,0.27
3083000,74.97,75.0,-0.03
3083500,74.78,75.0,-0.22
3084000,74.86,75.0,-0.14
3084500,74.97,75.0,-0.03
3085000,74.88,75.0,-0.12
3085500,74.91,75.0,-0.09
3086000,74.95,75.0,-0.05
3086500,74.7,75.0,-0.3
3087000,74.72,75.0,-0.28
3087500,74.82,75.0,-0.18
3088000,75.08,75.0,0.08
3088500,75.03,75.0,0.03
3089000,75.12,75.0,0.12
3089500,75.33,75.0,0.33
3090000,75.12,75.0,0.12
3090500,75.1,75.0,0.1
3091000,75.07,75.0,0.07
3091500,75.18,75.0,0.18
3092000,75.23,75.0,0.23
3092500,75.12,75.0,0.12
3093000,75.03,75.0,0.03
3093500,75.04,75.0,0.04
3094000,75.03,75.0,0.03
3094500,75.27,75.0,0.27
3095000,75.29,75.0,0.29
3095500,75.35,75.0,0.35
3096000,75.32,75.0,0.32
3096500,75.38,75.0,0.38
3097000,75.41,75.0,0.41
3097500,75.34,75.0,0.34
3098000,75.26,75.0,0.26
3098500,75.29,75.0,0.29
3099000,75.17,75.0,0.17
3099500,75.14,75.0,0.14
3100000,75.21,75.0,0.21
3100500,75.3,75.0,0.3
3101000,75.35,75.0,0.35
3101500,75.21,75.0,0.21
3102000,75.2,75.0,0.2
3102500,75.12,75.0,0.12
3103000,74.96,75.0,-0.04
3103500,74.91,75.0,-0.09
3104000,74.82,75.0,-0.18
3104500,74.73,75.0,-0.27
3105000,74.91,75.0,-0.09
3105500,74.7,75.0,-0.3
3106000,74.8,75.0,-0.2
3106500,75.07,75.0,0.07
3107000,74.93,75.0,-0.07
3107500,75.06,75.0,0.06
3108000,75.09,75.0,0.09
3108500,75.02,75.0,0.02
3109000,75.01,75.0,0.01
3109500,75.09,75.0,0.09
3110000,75.15,75.0,0.15
3110500,75.17,75.0,0.17
3111000,75.2,75.0,0.2
3111500,75.08,75.0,0.08
3112000,74.99,75.0,-0.01
